 iteration        log_Lik      acpt_p      acpt_M     acpt_pi     acpt_mu     acpt_nu  acpt_delta  acpt_sigma
     11000   -1.73547e+04    0.317665    0.320000    0.325100    0.240000    0.440000    0.341560    0.331415
     11025   -1.78492e+04    0.314450    0.350000    0.330800    0.160000    0.120000    0.336520    0.331510
     11050   -1.84201e+04    0.315005    0.320000    0.329120    0.200000    0.200000    0.340940    0.332615
     11075   -1.80978e+04    0.314085    0.340000    0.327520    0.240000    0.320000    0.340200    0.332455
     11100   -1.82042e+04    0.315440    0.330000    0.328260    0.080000    0.400000    0.343520    0.332810
     11125   -1.78518e+04    0.316450    0.380000    0.329000    0.280000    0.200000    0.338080    0.332500
     11150   -1.78311e+04    0.315870    0.370000    0.328100    0.480000    0.160000    0.335440    0.333795
     11175   -1.79699e+04    0.315385    0.370000    0.325560    0.080000    0.080000    0.339100    0.331370
     11200   -1.80925e+04    0.314455    0.350000    0.333760    0.200000    0.120000    0.339080    0.332150
     11225   -1.80100e+04    0.314460    0.400000    0.323520    0.320000    0.400000    0.337720    0.332825
     11250   -1.84793e+04    0.316130    0.270000    0.329760    0.240000    0.320000    0.335420    0.333010
     11275   -1.79129e+04    0.314180    0.330000    0.329940    0.160000    0.240000    0.337160    0.332165
     11300   -1.84131e+04    0.316735    0.380000    0.331440    0.240000    0.200000    0.335740    0.332065
     11325   -1.90553e+04    0.315570    0.410000    0.330520    0.280000    0.320000    0.341540    0.330880
     11350   -1.89155e+04    0.315795    0.270000    0.322000    0.280000    0.400000    0.341220    0.330460
     11375   -1.91188e+04    0.313195    0.330000    0.327120    0.360000    0.360000    0.339280    0.331340
     11400   -1.90550e+04    0.316225    0.330000    0.328540    0.240000    0.240000    0.339460    0.332950
     11425   -1.88336e+04    0.314890    0.380000    0.330720    0.200000    0.320000    0.338800    0.333750
     11450   -1.88394e+04    0.313435    0.340000    0.332220    0.280000    0.360000    0.338100    0.332660
     11475   -1.78554e+04    0.315535    0.360000    0.330220    0.160000    0.400000    0.336040    0.333675
     11500   -1.75106e+04    0.314275    0.360000    0.334280    0.160000    0.240000    0.337880    0.330615
     11525   -1.75455e+04    0.313595    0.290000    0.329940    0.400000    0.400000    0.337600    0.332205
     11550   -1.75830e+04    0.314345    0.350000    0.333060    0.320000    0.440000    0.337140    0.332560
     11575   -1.77030e+04    0.315615    0.300000    0.330260    0.240000    0.240000    0.334500    0.332510
     11600   -1.73766e+04    0.315700    0.290000    0.333240    0.280000    0.480000    0.335980    0.331765
     11625   -1.73335e+04    0.314645    0.280000    0.328120    0.240000    0.440000    0.338180    0.332070
     11650   -1.80659e+04    0.316265    0.300000    0.326440    0.200000    0.280000    0.343240    0.332785
     11675   -1.81966e+04    0.315815    0.310000    0.330740    0.280000    0.120000    0.333220    0.332205
     11700   -1.77779e+04    0.312785    0.370000    0.325540    0.240000    0.440000    0.339960    0.332270
     11725   -1.81670e+04    0.316095    0.300000    0.327980    0.120000    0.240000    0.336060    0.331525
     11750   -1.73224e+04    0.313805    0.290000    0.332180    0.360000    0.240000    0.343940    0.333275
     11775   -1.79104e+04    0.316020    0.280000    0.331180    0.240000    0.280000    0.340320    0.333785
     11800   -1.79927e+04    0.313680    0.340000    0.327300    0.200000    0.280000    0.339760    0.332075
     11825   -1.81581e+04    0.314845    0.290000    0.333860    0.320000    0.280000    0.338140    0.331495
     11850   -1.81301e+04    0.314970    0.340000    0.332060    0.080000    0.320000    0.337080    0.332900
     11875   -1.84535e+04    0.315775    0.280000    0.328020    0.240000    0.240000    0.341760    0.332855
     11900   -1.78850e+04    0.313655    0.400000    0.331660    0.240000    0.120000    0.339180    0.332675
     11925   -1.76651e+04    0.315000    0.410000    0.329220    0.360000    0.320000    0.339860    0.331440
     11950   -1.72208e+04    0.318385    0.350000    0.330180    0.280000    0.320000    0.337940    0.334930
     11975   -1.71284e+04    0.315260    0.230000    0.329020    0.120000    0.360000    0.340200    0.335010
     12000   -1.67032e+04    0.316575    0.320000    0.327540    0.200000    0.440000    0.337460    0.333575
     12025   -1.76896e+04    0.316100    0.280000    0.328240    0.320000    0.520000    0.340060    0.332775
     12050   -1.68367e+04    0.312425    0.300000    0.326360    0.400000    0.320000    0.340420    0.334000
     12075   -1.76442e+04    0.313310    0.430000    0.332460    0.200000    0.160000    0.336380    0.332730
     12100   -1.77330e+04    0.315520    0.310000    0.326620    0.240000    0.320000    0.343200    0.334785
     12125   -1.86094e+04    0.315080    0.360000    0.332000    0.240000    0.280000    0.340860    0.334590
